Body,Head
?a spouse ?c,?a name John
?c spouse ?a,?a successor Charles_the_Fat
?a hasSpouse ?c,?a child Bertha_of_Burgundy
"?a gender ""male""",?a name Welf_I
?c mother ?b,Ingegerd_Olofsdotter_of_Sweden child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Francis_I_of_France parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_Philippe_II_Duke_of_Orl_ans child ?b
?a hasSpouse Yes,?a child Beatrice_of_England
Philip_III_of_France parent ?a,?a child John_Tristan_Count_of_Valois
?b hasSpouse Yes,Joan_I_of_Navarre successor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Richard_Fitzalan_3rd_Earl_of_Arundel
?c child ?b,Eleanor_of_England_Queen_of_Castile child ?b
?a parent ?c   ?b child ?c,?a father ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Anne_of_Austria
?a hasSpouse ?c,?a child Victor_Amadeus_Prince_of_Piedmont
?a gender ?c,?a spouse Philip_VI_of_France
Edward_King_of_Portugal child ?a,?a hasSpouse Yes
?c child ?a,?a spouse Manuel_I_of_Portugal
?a parent ?c,?a child Charles_the_Simple
?c child ?b,Isabella_of_Portugal parent ?b
?a successor ?c   ?c father ?b,?a successor ?b
Margaret_of_Provence child ?a,?a father Louis_IX_of_France
?c name ?a   ?c marriedTo ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c name ?a   ?c predecessor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a predecessor ?c   ?d successor ?c   ?d spouse ?b,?a mother ?b
?c successor ?b,Constance_of_Arles child ?b
?a gender ?c,?a predecessor Charles_III_of_Spain
?b successor Joan_II_Countess_of_Burgundy,Joan_II_Countess_of_Burgundy parent ?b
"?b gender ""female""",Ferdinand_III_of_Castile spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor Sviatoslav_I
?b hasSpouse ?c,Charles_V_Duke_of_Lorraine parent ?b
Afonso_III_of_Portugal spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c spouse ?b,Henry_II_of_England child ?b
?a father Henry_VII_Holy_Roman_Emperor,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Am_lie_of_Orl_ans,?a hasSpouse Yes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_XIII parent ?b
?a hasSpouse ?c,?a successor Louis_IV_Holy_Roman_Emperor
Maria_Theresa_of_Savoy child ?a,?a father Charles_X
?a child ?c,?a name John_II
Margaret_of_Brabant child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?a   ?c child ?d   ?d parent ?b,?a father ?b
?c child ?a   ?b father ?c,?a successor ?b
?a child Rudolf_II_Duke_of_Austria,?a child Hedwig_of_Habsburg
?a marriedTo ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a father ?b
?a father ?c,?a child Christine_of_France
?a parent Joanna_of_Bourbon,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Princess_Magdalena_Augusta_of_Anhalt_Zerbst child ?b
?c child ?b,Charles_Duke_of_Orl_ans spouse ?b
?a child John_Duke_of_Berry,?a child Charles_V_of_France
?c parent ?b,Vladimir_the_Great spouse ?b
?a father ?c,?a name Matthew_Stewart
Agnes_of_France_Duchess_of_Burgundy parent ?a,?a child Isabella_of_France_Queen_of_Navarre
?b hasSpouse ?c,Maria_Beatrice_d_Este_Duchess_of_Massa child ?b
?a predecessor ?c   ?b predecessor ?c,?a predecessor ?b
?b successor John_I_Duke_of_Brittany,John_I_Duke_of_Brittany parent ?b
?a hasSpouse ?c,?a child Louis_Count_of__vreux
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Philip_III_of_Spain parent ?b
?a name ?c,?a child Adolphus_Frederick_IV_Duke_of_Mecklenburg_Strelitz
?a hasSpouse Yes,?a father John_II_Duke_of_Brittany
?b hasSpouse ?c,Louis_XVI child ?b
?a hasSpouse Yes,?a father Ferdinand_III_of_Castile
?c spouse ?a,?a father John_II_Duke_of_Brittany
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor Ferdinand_I_Holy_Roman_Emperor
?c spouse ?a,?a parent Maria_Theresa
?b successor Francis_I_Holy_Roman_Emperor,Francis_I_Holy_Roman_Emperor predecessor ?b
?a father ?c   ?d child ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Anne_of_Foix_Candale child ?b
"?a gender ""male""",?a child Agatha_wife_of_Edward_the_Exile
?c parent ?b,Louis_XV child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Beatrice_of_Portugal_died_1381 parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Saint_Margaret_of_Scotland child ?b
?a child Archduchess_Maria_Amalia_of_Austria_1780_1798,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child John_II_Duke_of_Lorraine,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
"?a gender ""female""",?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a   ?b successor ?c,?a successor ?b
Elisabeth_of_France_1602_1644 parent ?a,?a child Nicolas_Henri_Duke_of_Orl_ans
?b hasSpouse No,Valdemar_I_of_Denmark child ?b
?a mother ?c   ?d marriedTo ?c   ?d name ?b,?a name ?b
_thelwulf_King_of_Wessex child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a father ?c   ?d successor ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?a hasSpouse ?c,?a successor Alfonso_II_of_Aragon
?a predecessor ?c   ?b father ?c,?a child ?b
?c parent ?a,?a child Louis_of_France_1244_1260
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Ferdinand_IV_of_Castile child ?b
?b parent ?c,Louis_Count_of_Vend_me parent ?b
?b child Louis_Antoine_Duke_of_Angoul_me,Charles_Ferdinand_Duke_of_Berry parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Margaret_of_Provence parent ?b
?c spouse ?b,Frederick_II_Count_of_Vaud_mont parent ?b
?a hasSpouse ?c   ?d hasSpouse ?c   ?b mother ?d,?a parent ?b
?b hasSpouse No,Ermengarde_of_Hesbaye child ?b
?a parent ?c,?a child Pepin_I_of_Aquitaine
?c predecessor ?b,Charles_X successor ?b
?a mother ?c,?a child Prince_Frederick_Duke_of_York_and_Albany
?a spouse ?c,?a hasSpouse Yes
?a spouse Victor_Amadeus_II_of_Sardinia,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c spouse ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Catherine_of_Austria_Queen_of_Portugal
?a spouse ?c,?a parent Louis_the_Pious
?c child ?a   ?d spouse ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?a child ?c   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b
Willa_of_Tuscany child ?b,Berengar_II_of_Italy child ?b
?c successor ?a,?a name Charles_V
?c spouse ?a,?a name Joan_I
?a child ?c   ?b father ?c,?a child ?b
?c father ?b,Henry_VII_Holy_Roman_Emperor successor ?b
?b child Louis_of_France_1244_1260,Philip_III_of_France parent ?b
Ferdinand_I_Holy_Roman_Emperor parent ?a,?a child Catherine_of_Austria_Queen_of_Portugal
?a spouse ?c   ?c successor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a parent Antoine_Duke_of_Lorraine,?a father Antoine_Duke_of_Lorraine
?a child Charles_IX_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Mary_of_Hungary_governor_of_the_Netherlands,?a child Isabella_of_Austria
?a father ?c,?a parent Maria_Anna_Victoria_of_Bavaria
?a gender ?c,?a father Henry_the_Fowler
?c predecessor ?b,Prince_Philippe_Count_of_Paris predecessor ?b
?b predecessor Charles_X,Prince_Philippe_Count_of_Paris predecessor ?b
?c predecessor ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b
Henry_II_of_France child ?a,?a hasSpouse Yes
Constance_of_Arles child ?a,?a mother Constance_of_Arles
Agnes_of_France_Duchess_of_Burgundy parent ?a,?a child Robert_Count_of_Clermont
?c spouse ?b,Joanna_of_Castile predecessor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a father Henry_IV_of_France
?a gender ?c,?a parent Philip_V_of_Spain
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Edward_King_of_Portugal
?b spouse ?c,Princess_Augusta_of_Saxe_Gotha parent ?b
Charles_III_Duke_of_Lorraine child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Joan_Beaufort_Queen_of_Scots parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a successor Joseph_II_Holy_Roman_Emperor,?a child Archduchess_Maria_Carolina_of_Austria_born_1740
?a child ?c,?a child Conrad_of_Ivrea
?b father Louis_IV_of_France,Gerberga_of_Saxony child ?b
?a father Richard_Fitzalan_3rd_Earl_of_Arundel,?a hasSpouse Yes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Adelaide_of_Tours child ?b
?b hasSpouse Yes,Louis_VIII_of_France parent ?b
Robert_II_Duke_of_Burgundy parent ?b,Adelaide_of_Burgundy_Duchess_of_Brabant parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Matilda_of_France parent ?b
?c spouse ?a   ?d parent ?c   ?b parent ?d,?a child ?b
"?a gender ""male""",?a name Frederick_I
?a child ?c   ?b child ?c,?a successor ?b
?a parent Louis_IX_of_France,?a parent Margaret_of_Provence
?c parent ?a,?a name Welf_I
?c predecessor ?a   ?d child ?c   ?d spouse ?b,?a mother ?b
?a mother ?c   ?c mother ?d   ?d gender ?b,?a gender ?b
?c predecessor ?a   ?b child ?c,?a mother ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Louis_X_of_France
?a child Prince_Alberto_of_Naples_and_Sicily,?a child Princess_Maria_Antonia_of_Naples_and_Sicily
Eleanor_of_Aragon_Queen_of_Portugal child ?a,?a mother Eleanor_of_Aragon_Queen_of_Portugal
Bona_of_Savoy child ?a,?a hasSpouse No
?c parent ?a,?a child Charles_the_Child
?c child ?a,?a spouse Margaret_Countess_of_Vertus
?a hasSpouse ?c,?a child Caroline_Matilda_of_Great_Britain
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Hugh_II_Duke_of_Burgundy parent ?b
?a spouse ?c,?a mother Maria_Theresa
?a child ?c,?a name John_I
?a hasSpouse Yes,?a child Blanche_of_France_Duchess_of_Austria
?c successor ?a   ?b child ?c,?a predecessor ?b
Louis_XII parent ?a,?a child Anne_of_Orl_ans_Abbess_of_Fontevraud
?c name ?a   ?b parent ?c,?a name ?b
John_I_Duke_of_Brittany predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c spouse ?a,?a mother Margaret_of_Artois
?a mother ?c,?a child Am_lie_of_Orl_ans
?b hasSpouse Yes,Afonso_IV_of_Portugal child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Stephen_II_Duke_of_Bavaria child ?b
?a child ?c   ?b parent ?c,?a child ?b
?b name ?c,Sibylla_of_Anjou parent ?b
?a hasSpouse Yes,?a spouse Theobald_III_Count_of_Blois
?a child ?c,?a mother Eleanor_of_Aquitaine
?b gender ?c,Louis_the_German parent ?b
?c predecessor ?b,Maria_Amalia_of_Naples_and_Sicily child ?b
?c parent ?a,?a predecessor Ferdinand_I_Holy_Roman_Emperor
Stephen_II_Duke_of_Bavaria child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Victor_Amadeus_Prince_of_Piedmont,?a child Charles_Emmanuel_III_of_Sardinia
?a hasSpouse Yes,?a child Marie_of_France_Duchess_of_Brabant
?b predecessor ?c,Isabella_I_of_Castile successor ?b
Louis_the_Pious child ?a,?a hasSpouse No
Ferdinand_I_of_the_Two_Sicilies child ?a,?a hasSpouse No
?c parent ?b,Henry_VII_Holy_Roman_Emperor successor ?b
?a child Amadeus_IX_Duke_of_Savoy,?a child Bona_of_Savoy
?c father ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a parent Louis_XV
?a successor ?c   ?c parent ?d   ?b spouse ?d,?a predecessor ?b
?b parent Beatrice_of_England,Beatrice_of_England child ?b
?a gender ?c,?a parent Francis_I_Holy_Roman_Emperor
?b child ?c,Louis_XIV child ?b
?a parent ?c,?a mother Maria_Josepha_of_Austria
?b spouse ?c,Henry_III_of_England child ?b
Sancho_IV_of_Castile child ?a,?a hasSpouse No
Ermentrude_of_Orl_ans child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent ?c,?a successor Alfonso_V_of_Aragon
Louis_VIII_of_France predecessor ?a,"?a gender ""male"""
?a parent ?c,?a child Marie_of_Luxembourg_Queen_of_France
?c spouse ?b,Margaret_of_Bourbon_1438_1483 parent ?b
?a child ?c,?a child Yolande_of_Aragon
Joan_II_of_Navarre child ?a,?a hasSpouse No
?a child Prince_Alfred_of_Great_Britain,?a child Prince_Octavius_of_Great_Britain
Francis_I_Holy_Roman_Emperor successor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Francis_II_of_France,?a child Elisabeth_of_Valois
Charles_X successor ?a,?a predecessor Charles_X
?c child ?a,?a parent Adelaide_of_Maurienne
?a spouse ?c,?a child Arthur_II_Duke_of_Brittany
?a father ?c,?a child Louise_Ad_la_de_d_Orl_ans
?a predecessor John_of_Gaunt,"?a gender ""male"""
?c spouse ?b,Peter_I_Duke_of_Bourbon parent ?b
?a child Bonne_of_Luxembourg,?a child Anne_of_Bohemia_Duchess_of_Austria
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Princess_Marie_Isabelle_of_Orl_ans
?c marriedTo ?a,"?a gender ""male"""
?c child ?a,?a successor Charles_V_Holy_Roman_Emperor
?a father Rudolf_I_of_Germany,?a mother Gertrude_of_Hohenberg
?a child William_FitzEmpress,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a name ?c,?a parent Catherine_de_Medici
?b child Childebrand_I,Charles_Martel parent ?b
?c parent ?a,?a child Archduke_Charles_Duke_of_Teschen
?c successor ?a,?a child Philip_Count_of_Longueville
?b parent ?c,Mary_Queen_of_Scots spouse ?b
?b hasSpouse No,Elizabeth_the_Cuman parent ?b
?a child Charles_III_of_Spain,?a name me_myself_i
?a child Hugh_Magnus,?a child Robert_I_Duke_of_Burgundy
?b parent ?c,Arnulf_II_Count_of_Flanders parent ?b
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
Francis_IV_Duke_of_Modena child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a spouse ?c,?a child Philip_the_Good
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_XVI child ?b
?c spouse ?b,Alfonso_IX_of_Le_n parent ?b
?a child Princess_Sophia_of_the_United_Kingdom,?a child George_IV
?a father Louis_VI_of_France,?a parent Louis_VI_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a parent Philip_I_of_Castile
?b gender ?c,Joan_of_Valois_Countess_of_Hainaut parent ?b
Alfonso_VIII_of_Castile child ?a,?a hasSpouse Yes
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Henry_VI_of_England
?a name ?c,?a father Louis_Duke_of_Savoy
?c spouse ?b,Charles_IV_of_France parent ?b
?a mother Gerberga_of_Saxony,?a parent Louis_IV_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Eleanor_of_Alburquerque parent ?b
?a spouse ?c,?a parent Victor_Amadeus_III_of_Sardinia
?a child ?c,?a child Anne_of_Bohemia_Duchess_of_Austria
?c spouse ?a,?a child Prince_Frederick_Duke_of_York_and_Albany
Francis_I_of_France parent ?b,Margaret_of_Valois_Angoul_me parent ?b
?a hasSpouse ?c,?a child Charles_the_Simple
?a hasSpouse ?c   ?d hasSpouse ?c   ?d gender ?b,?a gender ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_Duke_of_Vend_me parent ?b
?a parent ?c,?a mother Marie_de_Medici
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Ren__of_Anjou child ?b
?b mother Margaret_Countess_of_Anjou,Margaret_Countess_of_Anjou child ?b
George_II_of_Great_Britain child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c successor ?a   ?d child ?c   ?d spouse ?b,?a parent ?b
Eleanor_of_England_Queen_of_Castile child ?a,?a hasSpouse Yes
?b hasSpouse ?c,Sophia_Eleonore_of_Saxony child ?b
?b spouse ?c,Louis_the_Pious child ?b
?c successor ?a   ?c father ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a child Prince_Philippe_Duke_of_Orl_ans_1869_1926,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a spouse ?c,?a parent Charles_Count_of_Valois
?a spouse Charles_IV_of_France,"?a gender ""female"""
?c parent ?a,?a child Archduchess_Maria_Anna_of_Austria_born_1738
?a child ?c,?a child Alfonso_V_of_Aragon
Mary_of_Burgundy_Duchess_of_Cleves parent ?a,?a child Philip_the_Good
?c father ?a   ?c successor ?b,?a spouse ?b
?a child ?c   ?c gender ?b,?a gender ?b
?c child ?b,Ingegerd_Olofsdotter_of_Sweden child ?b
?a mother Maria_Josepha_of_Saxony_Dauphine_of_France,?a parent Maria_Josepha_of_Saxony_Dauphine_of_France
?c child ?b,Louise_Marie_Ad_la_de_de_Bourbon_Duchess_of_Orl_ans child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Joan_I_of_Navarre
?a spouse ?c,?a child Adela_of_France
?a name ?c   ?c mother ?b,?a name ?b
?a child Francis_II_Holy_Roman_Emperor,?a child Archduke_John_of_Austria
?c child ?a,?a father Edward_King_of_Portugal
?b child ?c,Charles_Ferdinand_Duke_of_Berry parent ?b
Ferdinand_II_of_Aragon spouse ?a,?a spouse Ferdinand_II_of_Aragon
?a spouse Catherine_of_Valois,"?a gender ""male"""
?c mother ?a,?a spouse Francis_I_of_the_Two_Sicilies
?a child Mary_of_Hungary_governor_of_the_Netherlands,?a child Ferdinand_I_Holy_Roman_Emperor
John_I_Duke_of_Brittany parent ?a,?a successor John_I_Duke_of_Brittany
?b hasSpouse ?c,Godfrey_I_Count_of_Louvain spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Philip_of_France_Archdeacon_of_Paris
?a child Judith_of_Habsburg,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c predecessor ?a   ?d successor ?c   ?b parent ?d,?a father ?b
?b father ?c,Mary_Queen_of_Scots spouse ?b
?b child Charles_X,Charles_X parent ?b
?a name ?c,?a child Alix_of_France
?b hasSpouse ?c,Robert_II_Duke_of_Burgundy parent ?b
?a parent ?c,?a child Louise_Ad_la_de_d_Orl_ans
?c child ?b,Louis_XI child ?b
?b parent Henry_the_Fowler,Henry_the_Fowler child ?b
?b hasSpouse Yes,Maria_Christina_of_the_Two_Sicilies spouse ?b
?a father Louis_XIV,?a parent Louis_XIV
?a gender ?c,?a parent Letizia_Bonaparte
?b hasSpouse Yes,Napoleon_II parent ?b
?c child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Ingegerd_Olofsdotter_of_Sweden parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Philip_V_of_France parent ?a,?a successor Louis_X_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Princess_Amelia_of_the_United_Kingdom
?c child ?a,?a child Charles_Emmanuel_IV_of_Sardinia
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Gerberga_of_Saxony
?b child Bonne_of_Luxembourg,Bonne_of_Luxembourg parent ?b
?c spouse ?b,Joan_I_of_Navarre child ?b
?a child Anne_of_Kiev,?a child Vladimir_of_Novgorod
?a mother ?c   ?c child ?b,?a parent ?b
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a child ?b
?a parent ?c,?a father John_II_Duke_of_Brittany
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Violant_of_Hungary child ?b
?a mother ?c   ?c spouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a hasSpouse Yes,?a parent Yolande_of_Aragon
?a predecessor ?c   ?d spouse ?c   ?b mother ?d,?a successor ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Henry_II_of_Castile parent ?b
?b parent ?c,George_III parent ?b
?c mother ?a   ?c father ?d   ?b predecessor ?d,?a child ?b
?a mother ?c   ?d parent ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b marriedTo ?c,Otto_IV_Count_of_Burgundy parent ?b
?a parent Maria_Anna_Victoria_of_Bavaria,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a father Charles_Count_of_Valois
?a gender ?c,?a name Ferdinand_I
?b name ?c,Joanna_of_Castile successor ?b
?c spouse ?a,?a mother Waldrada_of_Worms
?a successor ?c   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?b hasSpouse ?c,Henry_the_Middle_Duke_of_Brunswic_L_neburg parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Edward_III_of_England parent ?b
?b spouse ?c,Marie_Jos_phine_of_Savoy parent ?b
Ren__of_Anjou parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child ?c   ?d child ?c   ?b parent ?d,?a successor ?b
?b child Canute_VI_of_Denmark,Ingeborg_of_Denmark_Queen_of_France parent ?b
?a child Ferdinand_Karl_Archduke_of_Austria_Este,?a child Marie_Antoinette
Anne_of_Cyprus child ?a,?a hasSpouse No
?c spouse ?a,?a mother Douce_I_Countess_of_Provence
?a parent ?c,?a child Philip_IV_of_Spain
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a name Louis_I
?a hasSpouse ?c,?a mother Catherine_de_Medici
Marie_Antoinette parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?a,?a spouse Louis_XII
?a child Afonso_Prince_of_Portugal,?a hasSpouse Yes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charles_V_of_France child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor John_King_of_England
?a hasSpouse Yes,?a child Childebrand_I
?a successor French_Revolution_of_1848,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a successor ?c   ?d father ?c   ?d gender ?b,?a gender ?b
?b gender ?c,Anne_of_Cyprus child ?b
?a parent ?c,?a name Joan_I
?a hasSpouse ?c,?a parent Louis_II_of_Anjou
?c child ?b,Hemma child ?b
"?b gender ""male""",Henry_I_of_France predecessor ?b
?c spouse ?b,Maria_Beatrice_d_Este_Duchess_of_Massa child ?b
"?a gender ""male""",?a father Henry_II_of_France
?a child ?c,?a child Philip_Count_of_Longueville
?a mother ?c   ?d parent ?c   ?b child ?d,?a parent ?b
